"Country letter code","ISO code","Country","In union","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035"
"YEM",887,"Yemen",TRUE,1021458,1032630,1045190,1059294,1074964,1092480,1116841,1143231,1172049,1204087,1239488,1272921,1311616,1354330,1399316,1445923,1493165,1542322,1594970,1653397,1718768,1803499,1882359,1962377,2040906,2116598,2175850,2238265,2304070,2373458,2447145,2530615,2615560,2704104,2799111,2901411,3004488,3115497,3232565,3352663,3474205,3595614,3719043,3843596,3965335,4086984,4205782,4324416,4442915,4561580,4680666,4802571,4923947,5043792,5160658,5273380,5381771,5485811,5585725,5681904,5774498,5908799,6040844,6170197,6296485,6419370
"ZMB",894,"Zambia",TRUE,664884,682223,700744,720487,741620,764166,784682,807108,831234,856834,883858,911370,940829,971819,1003891,1036707,1063968,1092037,1121040,1151158,1182515,1207783,1234726,1263718,1295098,1329073,1362261,1398644,1437626,1478406,1520318,1551498,1583915,1617785,1653552,1691735,1730911,1772776,1817395,1864802,1915146,1974206,2035644,2099571,2166139,2234792,2304057,2375356,2448342,2522562,2597754,2671966,2747544,2824092,2901261,2978905,3056345,3134512,3213377,3293018,3373479,3476108,3580826,3687702,3796836,3908305
"ZWE",716,"Zimbabwe",TRUE,718655,740682,765329,791950,819665,847918,872246,897069,923415,952685,985820,1028496,1076191,1125130,1176870,1230612,1282721,1337409,1393638,1450145,1506146,1549406,1590514,1631080,1673285,1718308,1755746,1795872,1837715,1879486,1920291,1952300,1982908,2013617,2046113,2081480,2121346,2163029,2206998,2253651,2303160,2359962,2418940,2479323,2540567,2601392,2663201,2726852,2790797,2853072,2912771,2973214,3029121,3082423,3135671,3189926,3241698,3294116,3346709,3398434,3448804,3521124,3594037,3667218,3740581,3814007
"AFG",4,"Afghanistan",FALSE,476471,486034,498193,511925,531780,551371,567618,583428,597304,607602,613684,608155,598041,585825,574668,566986,563148,565058,574310,592748,621032,665518,722648,786237,848682,905514,948287,983598,1016601,1053975,1100083,1167157,1243690,1324986,1405198,1480492,1527920,1571673,1617519,1672945,1743090,1842748,1956909,2080694,2206520,2328892,2438763,2543995,2647963,2755612,2869436,2980468,3098298,3218591,3333757,3439810,3537849,3625920,3709377,3796604,3892814,,,,,
"ALB",8,"Albania",FALSE,161356,168446,175719,183156,190772,198497,205876,213422,220809,227551,233381,238324,242213,245446,248630,252085,255869,259790,263293,265691,269139,268051,266304,264501,263243,262896,262083,261712,262181,263882,266991,270065,274426,279474,284209,287945,285875,282071,277433,272876,269037,264703,261356,259022,257101,254708,255529,255285,253988,251823,249011,245773,241552,236970,232871,229721,227183,225622,224801,224198,223497,,,,,
"DZA",12,"Algeria",FALSE,1052295,1092637,1130535,1167248,1205397,1246599,1284878,1326206,1400901,1479388,1561366,1643703,1731197,1823941,1922352,2026755,2134462,2248276,2368479,2495734,2630488,2771373,2919317,3073630,3233756,3399171,3558673,3725004,3896052,4067936,4237913,4411408,4577830,4738608,4895450,5047687,5188603,5321431,5444423,5549870,5637415,5695256,5741619,5774286,5793309,5801400,5803388,5800296,5797170,5801850,5820344,5869202,5925214,5993339,6077991,6179321,6290513,6419191,6555103,6681714,6788434,,,,,
"ASM",16,"American Samoa",FALSE,2476,2575,2658,2738,2827,2950,3061,3186,3314,3428,3531,3656,3805,3981,4184,4399,4564,4719,4867,5001,5124,5213,5282,5340,5410,5507,5588,5688,5794,5888,5977,6089,6208,6337,6467,6595,6594,6593,6615,6653,6702,6766,6819,6868,6913,6949,6958,6945,6925,6917,6919,6905,6901,6910,6913,6907,6883,6840,6798,6768,6753,,,,,
"AGO",24,"Angola",FALSE,413216,430204,446099,461667,478441,497357,515317,535694,558264,582711,608972,634963,664116,695603,728524,762521,793641,825562,859396,896742,938623,981124,1029852,1082993,1138114,1193941,1244670,1296973,1351825,1410614,1474198,1538171,1607973,1682765,1761612,1843972,1923908,2008734,2098165,2192098,2290735,2389588,2494983,2606714,2724842,2849742,2980554,3121723,3269895,3426250,3591180,3760670,3939146,4124684,4314211,4505752,4696226,4889235,5084796,5283528,5485760,,,,,
"AIA",660,"Anguilla",FALSE,801,806,814,820,823,824,842,857,864,872,878,872,869,872,884,902,969,1035,1101,1163,1222,1277,1328,1382,1437,1488,1541,1601,1667,1733,1796,1873,1939,2001,2060,2124,2172,2224,2275,2315,2340,2355,2353,2343,2330,2318,2306,2294,2283,2271,2261,2250,2234,2219,2203,2187,2171,2154,2134,2112,2086,,,,,
"ATG",28,"Antigua and Barbuda",FALSE,10180,10457,10734,10996,11231,11444,11627,11778,11902,12005,12091,12177,12212,12205,12175,12120,12007,11868,11679,11450,11215,11263,11340,11473,11698,12027,12616,13230,13811,14301,14688,15015,15269,15451,15586,15724,15907,16117,16330,16530,16698,16837,16945,17020,17058,17052,17003,16918,16801,16681,16560,16445,16332,16225,16130,16044,15981,15932,15886,15827,15748,,,,,
"ARG",32,"Argentina",FALSE,2353260,2400101,2446191,2490905,2533403,2572951,2605555,2634499,2661143,2688011,2716994,2746186,2782722,2824943,2870240,2917723,2976542,3033017,3091672,3159288,3238579,3319428,3412654,3511045,3603166,3682501,3750144,3806514,3854368,3899236,3944604,3993585,4040071,4085356,4130735,4176568,4220822,4267793,4315372,4360209,4400677,4443524,4482172,4518778,4557068,4598972,4644026,4693059,4744223,4794338,4841433,4889216,4934453,4977022,5017093,5054590,5091710,5126181,5158415,5189128,5218719,,,,,
"ARM",51,"Armenia",FALSE,205765,222218,238681,254533,269281,282577,294667,305360,313939,319927,323434,324261,322883,320182,317548,315874,315098,314357,312772,309885,306140,301262,296702,292963,290519,289718,293078,297965,303948,310312,316394,321954,326937,331069,333906,335087,333818,331141,327175,322125,316232,308877,300774,292257,284056,276739,270202,264574,260031,256730,254741,254188,254927,256699,259016,261494,264075,266779,269284,271199,272272,,,,,
"ABW",533,"Aruba",FALSE,7704,7855,7974,8074,8165,8252,8274,8321,8390,8471,8549,8626,8770,8874,8906,8863,8582,8279,8031,7919,7986,8455,9029,9637,10207,10702,11128,11511,11878,12241,12619,13049,13492,13923,14310,14621,14614,14498,14326,14145,13980,14082,14199,14320,14429,14514,14594,14638,14653,14654,14650,14623,14596,14555,14477,14354,14212,14024,13808,13590,13381,,,,,
"AUS",36,"Australia",FALSE,1260389,1290322,1317091,1340370,1361225,1381320,1402030,1425521,1449974,1472713,1492555,1514627,1531715,1546516,1563374,1584439,1609903,1653105,1697708,1737406,1768801,1794888,1813445,1826899,1839566,1854056,1868391,1883591,1899611,1915906,1932587,1962539,1993722,2026086,2060179,2096287,2154014,2211358,2265035,2313174,2355584,2398152,2439353,2477607,2511854,2542008,2569053,2594403,2618645,2644213,2672310,2701384,2734191,2769532,2805372,2840380,2878529,2916326,2953018,2987831,3019895,,,,,
"AUT",40,"Austria",FALSE,572019,577007,588390,600708,613871,627787,642233,657212,672488,687624,702187,715919,728939,740668,750334,757489,762474,765420,766360,765524,763213,764512,764111,762772,762153,763474,762079,763130,766168,770094,774313,784663,795362,806052,816693,827083,836276,845280,853523,860269,865142,872166,877263,879881,879929,877394,871022,862879,853679,844331,835424,828251,822102,816683,811630,806751,803975,801684,799580,797337,794734,,,,,
"AZE",31,"Azerbaijan",FALSE,395045,420995,446956,473150,500141,527977,555329,583059,610031,634413,655014,670791,682833,691359,696887,699870,697071,692307,687649,685166,685819,692037,701681,714086,728399,744300,762866,783061,805213,829634,856183,884759,914349,944259,973284,1000164,1021633,1040617,1055699,1065256,1068733,1064870,1055396,1042493,1028281,1014638,1000124,987698,977064,967735,959836,956754,954487,954448,958523,967420,980804,998758,1019113,1038263,1053841,,,,,
"BHS",44,"Bahamas",FALSE,17996,19081,19994,20786,21577,22443,23593,24932,26359,27705,28888,30013,30919,31707,32521,33439,34262,35255,36331,37357,38258,39253,40076,40818,41645,42630,43426,44401,45504,46619,47704,49154,50591,52062,53576,55078,56545,58029,59621,61290,62941,64017,65020,65851,66434,66752,66872,66729,66415,66053,65721,65443,65189,64968,64761,64552,64392,64261,64114,63891,63547,,,,,
"BHR",48,"Bahrain",FALSE,12331,13243,14549,15912,17257,18555,20192,21894,23661,25476,27273,28703,29862,30849,31804,32853,35033,37275,39419,41415,43354,45641,47987,50299,52615,55032,58010,61338,64736,68079,71422,76767,82062,87386,92996,99086,108273,117774,126943,135097,141820,147315,151442,154438,156980,159777,165772,171998,178148,183773,188615,193394,197689,201343,204462,207295,211579,215720,219470,222584,225008,,,,,
"BGD",50,"Bangladesh",FALSE,2001219,2030358,2063445,2104193,2154034,2238571,2346888,2469894,2604465,2747135,2894764,3026009,3165502,3309557,3453177,3594239,3725190,3850835,3975719,4109458,4258613,4407826,4574307,4755120,4943510,5135189,5328724,5523980,5721108,5921938,6126717,6327097,6527978,6725002,6912794,7089047,7248340,7393800,7528233,7656245,7783095,7913779,8038242,8156992,8294030,8437086,8588336,8745762,8906076,9064122,9218537,9376278,9529708,9681709,9838184,10004484,10188491,10380633,10582349,10795657,11023887,,,,,
"BRB",52,"Barbados",FALSE,26292,27102,27895,28717,29560,30366,30824,31233,31535,31678,31679,32034,32147,32134,32141,32232,32247,32375,32552,32668,32673,32455,32130,31757,31409,31122,30856,30644,30481,30334,30199,30286,30316,30299,30255,30199,30100,30004,29898,29761,29584,29434,29228,28989,28759,28566,28458,28370,28293,28199,28074,27989,27860,27705,27555,27427,27382,27343,27301,27235,27139,,,,,
"BLR",112,"Belarus",FALSE,722791,746785,768271,786024,799162,807795,814166,817477,817797,814631,818788,823797,825767,826392,827633,830260,831070,833883,839635,848339,859462,871692,886177,902890,921201,940369,960030,978415,995966,1013113,1029682,1043918,1057034,1067928,1074793,1076755,1075615,1070614,1062416,1052279,1042301,1029687,1015438,1000251,985478,972205,960394,950761,943249,937462,933167,930999,930209,930777,932622,935469,938794,943144,947482,950325,950751,,,,,
"BEL",56,"Belgium",FALSE,617390,634782,651304,667423,683927,701206,718695,737155,755545,772218,786173,796857,804858,810842,815986,821068,826188,831421,836735,842104,847584,854805,862064,869012,875442,881345,887039,892769,898799,905528,913312,926904,941047,955365,969777,984289,1002618,1021144,1038976,1055155,1069210,1084182,1099876,1113108,1124102,1133389,1140453,1146296,1151524,1156974,1163042,1169594,1177253,1185285,1192602,1198586,1204948,1210243,1214347,1217271,1218981,,,,,
"BLZ",84,"Belize",FALSE,8462,8783,9118,9469,9824,10177,10297,10474,10754,11139,11590,12128,12621,13089,13569,14078,14476,14938,15432,15919,16389,16668,16941,17288,17796,18504,19590,20776,21972,23077,24053,25078,26052,27024,28058,29190,30381,31612,32853,34068,35246,36655,38069,39451,40819,42176,43467,44774,46048,47230,48282,49252,50109,50889,51666,52476,53349,54256,55184,56113,57024,,,,,
"BEN",204,"Benin",FALSE,122414,124398,126929,129948,133354,137093,140649,144628,148959,153563,162181,170711,179840,189528,199738,210473,221088,232352,244341,257193,271035,285782,301602,318264,335522,353254,370498,388546,407481,427449,448602,470398,493520,517871,543311,569748,595956,623432,652137,681993,712949,743555,775573,808356,842343,877516,913113,950028,988341,1028182,1069627,1111842,1155760,1201340,1248499,1297167,1346320,1397306,1449937,1503932,1559127,,,,,
"BMU",60,"Bermuda",FALSE,5398,5509,5614,5718,5828,5944,6045,6163,6279,6363,6400,6495,6542,6558,6577,6611,6652,6710,6776,6834,6876,6910,6931,6948,6962,6980,7009,7039,7074,7118,7175,7242,7322,7404,7474,7530,7539,7532,7513,7482,7442,7364,7275,7177,7079,6988,6927,6876,6827,6774,6723,6696,6663,6625,6579,6526,6470,6408,6337,6259,6175,,,,,
"BTN",64,"Bhutan",FALSE,23663,24128,24690,25335,26041,26803,27578,28437,29368,30354,31390,32319,33313,34396,35591,36905,38346,39901,41411,42687,43616,43526,43075,42508,42123,42147,43105,44499,46244,48232,50345,52408,54614,56880,59040,60974,63301,65373,67222,68932,70552,71991,73361,74640,75787,76791,77768,78582,79316,80100,81005,81955,83064,84252,85409,86460,87491,88426,89296,90165,91067,,,,,
"BOL",68,"Bolivia (Plurinational State of)",FALSE,410845,420914,430827,440647,450658,461091,469970,482699,496020,510059,524962,538232,552581,567907,584081,601130,617213,634214,652209,671316,691657,712621,734641,757690,781693,806595,831100,856514,882486,908531,934415,958385,982331,1006390,1030832,1055911,1081047,1106601,1132738,1159681,1187558,1216148,1245694,1276288,1306611,1336237,1365620,1394033,1421489,1448113,1473907,1498557,1522602,1545663,1567236,1587077,1606014,1623273,1639165,1654245,1668831,,,,,
"BIH",70,"Bosnia and Herzegovina",FALSE,350813,358202,363554,367676,371870,376771,379992,384162,388764,392681,395195,397129,400961,403575,406048,408877,409161,409564,409022,406105,400130,390356,377346,362906,349313,338060,333614,331865,332325,334219,336875,339419,342805,346441,349423,351183,352174,351470,349426,346712,343655,337389,331210,325594,320211,314882,310715,305753,300299,294913,289886,285004,280492,276319,272345,268515,265005,261781,258871,256325,254167,,,,,
"BWA",72,"Botswana",FALSE,87753,91212,94922,98705,102658,106837,111361,116075,120915,125823,130762,135324,140007,144839,149892,155243,160743,166685,173057,179810,186942,194879,202955,211237,219841,228752,237186,246076,255038,263479,271064,277210,282681,287714,292718,297959,303307,308717,314221,319835,325548,331263,337011,342670,348182,353539,358574,363651,368662,373495,378129,383159,387799,392208,396618,401112,405652,410270,414696,418497,421408,,,,,
"BRA",76,"Brazil",FALSE,9696103,10050642,10401805,10755942,11123778,11509934,11905180,12312169,12725758,13137038,13539545,13915459,14290719,14659131,15015729,15360181,15684933,16005459,16328304,16664774,17023026,17418904,17825061,18245658,18683591,19136537,19588298,20051973,20513641,20953087,21357620,21709307,22036737,22336523,22608369,22854848,23097863,23308059,23496892,23680010,23864690,24057497,24245609,24424141,24583480,24716541,24818982,24905761,24970935,25008426,25016544,25018165,24988808,24935852,24871358,24801667,24740067,24675010,24601598,24510729,24397174,,,,,
"VGB",92,"British Virgin Islands",FALSE,949,996,1053,1114,1166,1211,1257,1290,1311,1334,1367,1462,1567,1683,1802,1925,2060,2200,2330,2445,2536,2602,2650,2692,2730,2775,2823,2878,2946,3013,3080,3150,3219,3292,3369,3453,3595,3740,3885,4015,4120,4193,4248,4283,4314,4342,4371,4403,4430,4446,4458,4444,4424,4404,4382,4362,4348,4337,4326,4313,4294,,,,,
"BRN",96,"Brunei Darussalam",FALSE,9976,10766,11623,12434,13204,13942,15073,16152,17137,18039,18906,19431,20005,20622,21284,21995,23383,24658,25765,26697,27498,28860,30252,31633,33011,34388,36065,37753,39335,40758,42026,43280,44542,45657,46586,47370,48210,49073,49920,50774,51681,52249,52838,53431,53997,54512,54873,55248,55579,55795,55876,55939,55854,55680,55519,55426,55412,55462,55547,55612,55628,,,,,
"BGR",100,"Bulgaria",FALSE,584308,584166,582483,579424,575399,570846,565836,560990,556707,553144,550203,547615,545415,543711,542622,542228,555716,569490,583511,597512,611038,621142,630960,640112,647755,653483,659366,663057,665377,667832,671315,674240,677844,681563,684201,684924,682044,678106,673161,667329,660761,654053,647355,639805,632226,625223,619414,613730,608621,604571,601774,599588,598906,599034,598836,597642,595495,592346,588425,584206,579965,,,,,
"BFA",854,"Burkina Faso",FALSE,210166,213218,217027,221452,226250,231291,237509,244215,251587,259885,269250,277506,287151,297896,309303,321167,331801,343118,355326,368796,383809,398571,414949,432806,451861,471929,490652,510738,531916,553799,576192,596555,617770,640014,663572,688649,712535,738261,765827,795206,826368,857452,891746,929175,969519,1012688,1057381,1105011,1156133,1211406,1271120,1333140,1399996,1471211,1545747,1622910,1701113,1782519,1867580,1956885,2050816,,,,,
"BDI",108,"Burundi",FALSE,291342,296496,301246,306246,312239,319560,327546,335938,344307,352316,361150,367523,374662,382207,389775,397277,404233,411219,418667,427453,438100,445573,456545,470388,485905,502319,514540,527593,542658,561164,584029,612552,644177,677905,711981,744992,777482,809322,839745,868124,894065,912560,929759,946668,964729,985172,1008537,1034309,1063376,1097080,1136161,1179073,1227975,1281780,1338685,1397577,1458158,1520899,1585625,1652228,1720465,,,,,
"CPV",132,"Cabo Verde",FALSE,30058,31042,31718,32286,33018,34056,35076,36462,38104,39772,41295,42435,43331,43991,44461,44777,44519,44141,43781,43596,43679,44299,45190,46336,47719,49325,51016,52937,55043,57269,59557,61819,64072,66279,68376,70311,71585,72671,73648,74583,75495,76667,77786,78849,79852,80798,81674,82462,83197,83941,84719,85421,86165,86924,87639,88282,88863,89359,89780,90145,90457,,,,,
"KHM",116,"Cambodia",FALSE,555822,573925,590730,605050,616377,624716,622863,618585,613997,610828,610337,621133,632166,643847,657665,673625,680924,695699,713155,726085,731521,738191,736593,734352,743805,771769,811828,876861,963037,1055638,1140279,1201113,1240994,1262723,1277249,1294634,1311638,1331052,1352771,1371381,1382957,1399296,1411837,1420548,1426733,1432535,1438647,1444053,1450471,1460282,1474954,1494336,1517894,1546252,1579941,1618938,1663894,1714328,1766537,1814771,1855456,,,,,
"CMR",120,"Cameroon",FALSE,406048,414188,422975,432471,442863,454293,465373,481771,499551,518490,538482,558282,579370,601750,625499,650684,675390,702091,730501,760305,791436,822374,855006,889471,926103,965143,1004225,1046107,1090519,1136891,1184779,1231211,1279349,1328933,1379771,1431695,1480571,1531458,1583857,1637285,1691668,1744486,1799312,1857121,1919109,1986146,2055898,2131214,2211892,2297503,2387765,2480560,2578227,2680324,2786171,2895200,3004246,3116895,3232392,3349749,3468385,,,,,
"CAN",124,"Canada",FALSE,1590353,1642454,1721839,1798254,1872625,1945453,2016805,2089865,2160068,2221270,2270401,2309180,2336636,2356731,2377065,2402740,2439504,2481944,2528074,2575122,2621485,2670018,2719946,2771512,2824764,2879286,2934835,2993158,3053451,3114273,3174685,3242808,3309108,3374395,3440317,3507225,3584732,3661717,3734643,3799508,3854126,3909721,3967124,4017311,4060601,4097464,4124539,4145421,4163507,4183482,4207582,4236643,4271650,4309750,4346398,4378540,4410242,4439544,4464914,4485201,4499508,,,,,
"CYM",136,"Cayman Islands",FALSE,914,975,1035,1102,1173,1253,1374,1502,1633,1752,1873,1997,2111,2217,2332,2468,2759,3054,3333,3577,3765,3921,4044,4151,4263,4402,4656,4942,5238,5520,5759,5962,6126,6270,6424,6603,6811,7054,7307,7534,7717,7841,7917,7962,7999,8040,8086,8142,8193,8239,8265,8290,8301,8309,8315,8328,8357,8396,8436,8468,8483,,,,,
"CAF",140,"Central African Republic",FALSE,108741,110554,112570,114799,117265,119994,122455,125187,128186,131458,135001,138815,142918,147118,151211,155088,157689,160294,163079,166263,170001,174524,179566,184977,190584,196267,201407,206666,211982,217312,222623,226774,231045,235370,239684,243960,246888,250018,253166,256094,258661,257896,257336,257727,259665,263510,269622,277677,287465,298553,310623,323981,338181,353309,369560,387016,404553,423493,443662,464764,486676,,,,,
"TCD",148,"Chad",FALSE,184761,189061,192942,196452,199821,203210,205458,207916,210614,213553,216784,219742,223266,227491,232633,238794,245437,253384,262312,271779,281516,290668,300291,310463,321346,333034,344530,357121,374356,392604,411788,431232,452074,474181,497486,521991,545961,571338,598240,626797,657095,687743,720442,754915,790879,829355,868633,910739,955706,1003575,1054453,1106965,1163089,1222862,1286345,1353637,1423151,1497096,1575470,1658289,1745591,,,,,
,830,"Channel Islands",FALSE,10404,10663,10960,11252,11519,11756,11873,12010,12148,12285,12429,12625,12955,13250,13492,13684,14014,14315,14543,14704,14818,14818,14841,14854,14853,14836,14840,14843,14858,14915,15034,15314,15619,15871,16048,16175,16271,16411,16565,16693,16772,16846,16874,16872,16866,16865,16887,16921,16954,16973,16962,16956,16932,16892,16839,16776,16730,16686,16633,16567,16492,,,,,
"CHL",152,"Chile",FALSE,1051071,1088122,1125753,1163686,1201672,1239621,1277540,1314528,1351287,1388762,1427312,1466196,1505706,1545296,1583908,1620796,1656085,1690039,1722495,1753620,1783653,1812111,1840343,1868597,1897402,1927296,1960615,1994287,2028835,2064858,2102436,2141740,2182374,2223401,2263179,2300562,2337204,2371376,2402821,2431553,2457544,2481412,2502852,2520512,2534005,2543316,2551529,2555319,2555782,2554607,2552718,2550873,2548749,2545698,2540574,2532694,2524612,2514224,2501365,2486025,2468152,,,,,
"CHN",156,"China",FALSE,61566980,63129904,63995256,64425300,64933054,65865219,67231004,68865488,70836870,73176541,75859007,78987456,82348255,86349398,90060190,93222616,95674061,97633477,98994936,99692551,99728632,98700970,97334277,95730707,94113371,92725356,92224791,91613833,91319209,91902062,93594683,96028747,99614928,103709846,107254589,109595474,110788319,110948064,110196966,108840261,107090706,104981940,102358981,99453369,96895631,94642831,92706014,91107353,89830317,88823597,88069875,87704066,87620156,87805473,88231788,88866904,89769770,90870360,92085925,93287071,94380658,,,,,
"HKG",344,"China, Hong Kong Special Administrative Region",FALSE,346403,369651,397228,424641,452910,482621,507163,533634,559910,582868,601080,616420,625904,630925,634484,638893,655500,672305,688307,702874,716045,728903,739729,749355,759503,771659,799430,829943,859568,885175,905934,923867,938130,949312,958873,968041,988805,1007795,1024358,1037484,1046466,1053765,1061444,1065115,1064453,1059733,1057653,1051580,1042233,1030988,1018732,1004565,991589,979274,966452,952452,938301,923836,909414,895786,883256,,,,,
"MAC",446,"China, Macao Special Administrative Region",FALSE,30300,32336,33731,34612,35200,35612,35433,35122,34704,34198,33699,34687,35641,36663,37901,39349,40731,42387,44032,45339,46198,46967,47452,47849,48439,49340,50466,51784,53249,54891,56793,59702,63252,67183,71094,74644,77268,79337,80871,82006,82813,83422,83661,83438,82698,81441,79601,77502,75278,73101,71094,69455,68070,66971,66203,65772,65875,66375,67167,68102,69049,,,,,
"TWN",158,"China, Taiwan Province of China",FALSE,1454789,1539072,1604923,1655452,1696603,1731844,1752708,1766016,1774981,1782829,1790942,1832901,1877892,1923401,1966094,2004862,2042578,2075707,2107672,2144265,2189119,2246301,2308160,2373203,2438765,2502563,2562278,2622689,2679861,2728726,2767248,2803775,2830040,2849320,2867127,2886472,2911008,2933280,2953412,2970290,2982870,2995753,3003942,3006850,3003738,2994035,2978389,2958444,2932722,2899544,2858595,2816528,2767375,2713311,2657490,2601862,2550618,2499822,2450194,2402132,2355883,,,,,
"COL",170,"Colombia",FALSE,2324326,2402767,2483510,2566568,2657729,2751714,2854614,2954485,3054475,3159187,3270081,3373650,3486757,3602406,3710091,3804616,3888903,3961313,4027049,4095444,4172245,4258508,4350189,4446903,4547085,4649348,4750628,4856180,4962969,5066166,5162948,5258221,5344029,5423019,5499951,5577064,5648200,5721040,5791772,5854472,5906214,5953012,5988820,6016612,6041363,6065896,6091251,6114886,6136872,6156716,6174023,6191547,6207537,6220134,6226785,6225932,6222513,6211521,6193637,6170135,6141779,,,,,
"COM",174,"Comoros",FALSE,16268,16713,17177,17675,18227,18847,19526,20285,21084,21875,22627,23378,24092,24802,25539,26332,27112,27965,28893,29886,30945,32040,33215,34474,35833,37303,38843,40475,42177,43917,45666,47357,49066,50780,52477,54151,55743,57317,58880,60452,62044,63600,65183,66842,68564,70357,72167,74080,76090,78199,80411,82733,85151,87672,90316,93086,95943,98932,102014,105133,108246,,,,,
"COG",178,"Congo",FALSE,129260,132998,137014,141265,145709,150320,154595,159136,163957,169083,174537,180094,186064,192389,199000,205879,212769,219923,227367,235148,243286,251690,260447,269440,278509,287562,296826,306088,315276,324386,333452,342078,350852,359894,369401,379552,390984,403039,415373,427682,439804,449222,459212,470033,481943,495184,509925,526046,543497,562175,581964,603104,625046,647780,671255,695341,719364,744118,769267,794310,818980,,,,,
"COK",184,"Cook Islands",FALSE,1540,1588,1663,1737,1798,1843,1818,1778,1736,1706,1701,1789,1885,1988,2074,2134,2158,2171,2178,2185,2193,2198,2199,2197,2185,2162,2133,2091,2052,2034,2049,2117,2222,2342,2459,2553,2609,2640,2651,2654,2655,2651,2645,2637,2625,2608,2589,2568,2540,2516,2482,2452,2420,2388,2356,2329,2308,2292,2277,2267,2258,,,,,
"CRI",188,"Costa Rica",FALSE,177837,184621,192084,200147,210334,220838,232061,243314,254567,265805,276935,287163,297611,307879,317426,326021,333945,341029,347820,355241,363888,374640,386613,399676,413527,427930,443469,459583,476069,492692,509218,524749,540253,555494,570105,583851,597383,609672,620909,631453,641437,650016,658383,666178,672872,678143,682661,685454,687050,688317,689737,691435,693337,695126,696198,696194,695806,694470,692212,689120,685238,,,,,
"CIV",384,"C̫te d'Ivoire",FALSE,247879,259433,271858,284943,298547,312540,326844,341878,357484,381718,407201,433696,462177,492441,524317,557743,592268,628611,667094,708275,752429,799547,850002,902996,957264,1011785,1064736,1118351,1172155,1225582,1278087,1320241,1362499,1406154,1452503,1502471,1556166,1613553,1675656,1743282,1816417,1895405,1980325,2070187,2163130,2258650,2351722,2446821,2543918,2642952,2743753,2844459,2946955,3051904,3160185,3272092,3385422,3502567,3623542,3747937,3875189,,,,,
"HRV",191,"Croatia",FALSE,428006,429838,429466,427653,425559,423819,422133,420744,419325,417360,414626,412173,408808,405084,401858,399604,398017,397401,397359,397276,396791,392931,395077,397260,399445,401527,405035,407486,409317,411159,413463,415999,419600,423495,426463,427790,427467,425215,422013,419258,417594,417043,417450,418071,417857,416300,412811,408104,402814,397900,393871,390826,388533,386734,384928,382787,380663,378304,375642,372637,369242,,,,,
"CUB",192,"Cuba",FALSE,636514,650669,658810,665281,677337,698854,725731,762369,804726,845300,879410,911536,935228,953413,971215,991116,1008946,1029204,1048701,1062541,1068273,1065966,1057479,1045201,1033366,1024919,1022202,1021150,1022576,1026956,1034140,1043004,1055168,1068851,1081196,1090498,1099249,1104603,1106630,1105982,1102990,1099551,1093592,1086061,1076620,1065661,1053097,1040094,1026361,1011340,994918,980242,964200,948470,935533,926723,923119,923847,927361,931066,933226,,,,,
,531,"Cura̤ao",FALSE,24122,24732,25469,26242,26929,27458,27970,28318,28571,28798,29018,29320,29566,29769,29908,29951,29675,29265,28772,28264,27778,27401,27031,26645,26183,25622,24990,24248,23499,22797,22161,21874,21559,21317,21222,21293,21766,22427,23189,23884,24392,24723,24586,24284,23921,23555,23278,22996,22720,22435,22119,21817,21482,21147,20845,20576,20359,20157,19984,19826,19664,,,,,
"CYP",196,"Cyprus",FALSE,56259,57985,59455,60464,61622,62482,64590,66585,68288,69639,70675,71037,71407,71729,72107,72713,73510,74629,75859,77127,78509,80899,83506,86206,88967,91771,95050,98695,102483,106190,109665,112559,115367,118170,121131,124292,128286,132632,137041,141136,144589,146897,148743,150032,150955,151665,150685,149918,149347,148975,148753,147986,147370,146897,146539,146248,145977,145699,145362,144941,144386,,,,,
"CZE",203,"Czechia",FALSE,723238,717135,705154,689786,674942,662971,652630,646053,641928,638133,633681,649477,665058,681957,702474,727956,760414,796068,834239,873792,913593,950355,988705,1025997,1058205,1083121,1101011,1111992,1118116,1122966,1128690,1136575,1142966,1149069,1156385,1165635,1178532,1194737,1211550,1225262,1233837,1235721,1234036,1228719,1222009,1215505,1211954,1207805,1203776,1200487,1197990,1196257,1195948,1195948,1194573,1190905,1186771,1180595,1172844,1164494,1156065,,,,,
"PRK",408,"Democratic People's Republic of Korea",FALSE,1149414,1175930,1246361,1342622,1434333,1504139,1563446,1604676,1636761,1675283,1728464,1801425,1876311,1953028,2030725,2107294,2165603,2231812,2293909,2333601,2341830,2331192,2287508,2223773,2161489,2113161,2074641,2049068,2035381,2029793,2030426,2041480,2060492,2084774,2110773,2135946,2159302,2182566,2205258,2227354,2247487,2266356,2281183,2292067,2299739,2304522,2305770,2304642,2300684,2293093,2281688,2267742,2250600,2231940,2214468,2200048,2189540,2182632,2179264,2178825,2180817,,,,,
