"Country letter code","ISO code","Country","In union","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035"
"VCT",670,"Saint Vincent and the Grenadines",TRUE,9926,10100,10284,10472,10665,10859,11144,11428,11704,11976,12235,12552,12841,13110,13352,13559,13729,13863,13953,14011,14042,14256,14453,14631,14788,14917,15054,15155,15231,15277,15311,15435,15554,15653,15721,15759,15779,15769,15729,15665,15581,15482,15365,15240,15116,15008,14988,14984,14988,14994,14988,14992,14988,14980,14963,14931,14923,14907,14881,14841,14792,14758,14706,14647,14575,14500
"WSM",882,"Samoa",TRUE,16908,17240,17443,17561,17625,17670,17923,18177,18415,18616,18785,19099,19373,19584,19762,19928,20231,20533,20808,21021,21179,21551,21865,22104,22266,22349,22606,22858,23052,23174,23232,23509,23732,23904,24037,24129,24227,24314,24390,24462,24527,24468,24426,24375,24288,24166,24198,24179,24131,24069,24003,24066,24120,24169,24209,24244,24401,24560,24719,24876,25036,25494,25968,26444,26913,27368
"SMR",674,"San Marino",TRUE,3421,3422,3415,3407,3407,3417,3458,3505,3561,3618,3681,3718,3761,3813,3853,3880,3908,3926,3936,3946,3967,3985,4006,4037,4068,4109,4139,4175,4218,4249,4266,4273,4262,4234,4208,4179,4136,4093,4054,4014,3978,3935,3896,3857,3817,3782,3731,3679,3625,3576,3534,3493,3459,3428,3396,3354,3310,3260,3206,3157,3120,3084,3053,3025,2999,2977
"STP",678,"Sao Tome and Principe",TRUE,8121,8346,8562,8774,9000,9243,9517,9796,10082,10377,10680,10822,11066,11331,11577,11794,12131,12402,12652,12957,13340,13746,14238,14790,15354,15918,16567,17213,17873,18566,19288,19979,20708,21447,22179,22898,23652,24411,25182,25912,26618,27397,28132,28849,29569,30307,31071,31846,32632,33437,34250,35132,36028,36912,37761,38550,39314,40016,40684,41362,42079,43168,44335,45527,46694,47800
"SAU",682,"Saudi Arabia",TRUE,809858,842870,879146,918284,959839,1003458,1044941,1089215,1137378,1190807,1250349,1328465,1418577,1518222,1624085,1732951,1797620,1863232,1918342,1973595,2030395,2088835,2145047,2201965,2262858,2328860,2428874,2537696,2651571,2765987,2878586,2971826,3064076,3159018,3262586,3378307,3503248,3640520,3790569,3948435,4112787,4329090,4553804,4779360,4995955,5195198,5307003,5403865,5490522,5573241,5654657,5684496,5713518,5738277,5754094,5759125,5750010,5728385,5700399,5674423,5654909,5658575,5668538,5682755,5696723,5707617
"SEN",686,"Senegal",TRUE,703041,720411,739954,761084,783195,805887,819872,833036,847323,862899,880041,897690,917486,939352,963421,989725,1015651,1044852,1076759,1110690,1146351,1183003,1221272,1261200,1303103,1347096,1388088,1431357,1476729,1523806,1572403,1621543,1672628,1725514,1780151,1836409,1892128,1949381,2008176,2068595,2130626,2192814,2257231,2323147,2389988,2457587,2525687,2594510,2663672,2732472,2800614,2870715,2938953,3006327,3074177,3142989,3211628,3280936,3350321,3418779,3485762,3581855,3679444,3778446,3878993,3981114
"SRB",688,"Serbia",TRUE,1487326,1504712,1518450,1528992,1537756,1545479,1551378,1556065,1559585,1562033,1563638,1564639,1553191,1541962,1531027,1520570,1510807,1500638,1492126,1488092,1489833,1497128,1510448,1524839,1533195,1531048,1519170,1495350,1462832,1426588,1390092,1357212,1325333,1295402,1268351,1244560,1224516,1206978,1190627,1173860,1156021,1140782,1125313,1110516,1096616,1083582,1071920,1061201,1050961,1040554,1029589,1018209,1006376,994152,981747,969320,957158,944916,932864,921401,910756,901212,892171,883231,873735,863289
"SYC",690,"Seychelles",TRUE,5175,5260,5359,5475,5607,5763,5934,6123,6321,6521,6716,6903,7091,7283,7469,7651,7760,7848,7868,7892,7934,8225,8551,8903,9266,9628,9888,10142,10391,10623,10836,11242,11632,11988,12288,12516,12396,12203,11975,11756,11573,11577,11615,11659,11676,11644,11495,11333,11162,10985,10811,10665,10516,10374,10235,10109,9994,9892,9797,9713,9639,9532,9435,9346,9270,9209
"SLE",694,"Sierra Leone",TRUE,526201,532515,539717,547760,556758,566778,574880,584611,595613,607446,619897,630759,642187,654794,669439,686432,699484,714996,730521,743220,751726,750451,745026,737893,731888,728776,725777,726655,732320,743785,761233,785352,817308,853337,889098,922024,947356,969091,988756,1008447,1029453,1048589,1069105,1090583,1113409,1136544,1159751,1183163,1206929,1231352,1256489,1280384,1305159,1330628,1356524,1382724,1408402,1434505,1460774,1486995,1512989,1549731,1586889,1624365,1662090,1700013
"SGP",702,"Singapore",TRUE,271242,279496,288147,297270,306892,316955,326266,336525,347720,359748,372619,387721,403286,419068,434965,450863,463916,478809,495856,514955,535794,556528,576833,595972,613509,629285,637938,646310,654815,663436,671907,680528,689481,698170,706753,715681,725521,734519,742624,749614,755254,757562,757864,756820,755290,753815,753685,753805,753546,752000,748637,743858,737640,730431,722857,715353,709078,702991,697060,691200,685365,680133,674833,669593,664603,659927
"SVK",703,"Slovakia",TRUE,767921,778524,786156,792024,798443,806746,815491,826476,838488,849873,859804,859716,858690,856905,854658,852154,850408,847787,844862,842202,839963,837418,835192,833037,830692,828013,824330,820608,816250,810512,803029,794746,784651,773442,762065,751010,739159,727574,716274,705182,694263,683226,672995,663805,655501,648016,642906,638488,634384,630008,624893,619003,612388,604947,596584,587284,577297,566388,554979,543724,533052,522094,511424,501014,490736,480521
"SVN",705,"Slovenia",TRUE,254401,256529,257913,258886,259961,261401,261989,263103,264725,266716,268981,272904,277024,281213,285486,289958,293687,297610,301613,305502,309048,310687,307724,304322,300763,297271,294234,291373,288532,285477,282057,278090,273765,269204,264617,260149,255688,251256,246848,242448,238021,233303,229177,225301,221493,217678,214201,210651,207136,203815,200741,197964,195422,192953,190309,187344,184159,180706,177126,173632,170373,166904,163579,160417,157415,154586
"SLB",90,"Solomon Islands",TRUE,23833,24476,25109,25730,26375,27079,28033,29069,30188,31323,32450,33475,34486,35508,36585,37749,38970,40247,41588,42992,44462,45850,47325,48892,50534,52263,54003,55856,57801,59821,61901,64128,66398,68701,71011,73317,75560,77840,80149,82456,84778,86589,88368,90115,91844,93563,95411,97245,99046,100787,102444,104128,105711,107228,108706,110178,111705,113215,114720,116223,117734,120085,122497,124958,127456,129986
"SOM",706,"Somalia",TRUE,535999,539603,542120,549510,568937,603622,658686,731023,809392,881133,939477,975598,994560,1000755,1006716,1017994,1030304,1047751,1067422,1085672,1100614,1103671,1104811,1106920,1113138,1125055,1142153,1166529,1195276,1225527,1255584,1279736,1305603,1333207,1362473,1393600,1427356,1461904,1498800,1539131,1583193,1624554,1670289,1719498,1770691,1823055,1871683,1921322,1972266,2025353,2080915,2134930,2192340,2252460,2314366,2377630,2440888,2505816,2572391,2640782,2710988,2801495,2895287,2992175,3091896,3194280
"ZAF",710,"South Africa",TRUE,2562244,2634295,2712478,2795939,2883910,2975732,3062258,3153851,3250161,3350677,3455213,3529506,3606320,3684884,3764585,3844894,3916612,3989476,4065171,4146101,4234038,4342465,4457817,4576695,4694446,4807063,4893048,4972180,5044815,5111622,5173085,5207858,5237698,5263176,5284861,5303435,5309881,5313071,5315241,5319054,5326263,5346225,5367831,5389247,5408063,5422519,5439515,5457923,5482217,5511504,5545636,5584431,5627259,5675620,5731549,5796038,5865052,5943055,6029388,6122468,6221464,6263467,6301142,6335030,6366067,6394864
"SSD",728,"South Sudan",TRUE,639172,649562,661507,674910,688644,703554,716494,730833,746982,765548,786729,807631,831372,856300,880382,902350,917635,930333,939332,943601,943022,927297,907507,889147,878512,879126,896845,929342,971444,1017200,1062870,1103673,1145222,1189013,1236932,1290052,1347685,1410138,1475863,1542508,1609072,1669928,1730052,1789598,1848729,1907696,1963250,2017946,2072266,2126919,2182280,2235134,2288849,2343147,2397609,2451999,2504242,2556468,2608610,2660714,2712717,2787177,2863348,2940894,3019322,3098283
"ESP",724,"Spain",TRUE,5071053,5083033,5088748,5090980,5093438,5098017,5098151,5101673,5106644,5110554,5112625,5114841,5118156,5124481,5137294,5159039,5198437,5243401,5293175,5345504,5397971,5457181,5518382,5579834,5639161,5695051,5752136,5807165,5863937,5928398,6003928,6112502,6233979,6361240,6483923,6592998,6669930,6735346,6782742,6805648,6800707,6727291,6622240,6497360,6363893,6229968,6124537,6017297,5908112,5795179,5676406,5551034,5425202,5298756,5171187,5043251,4920573,4800149,4686497,4586126,4502555,4433371,4380346,4340725,4310156,4285689
"LKA",144,"Sri Lanka",TRUE,1712266,1760584,1812782,1867697,1923718,1980047,2037213,2092597,2147083,2202430,2259306,2310969,2364477,2419402,2475159,2531936,2597754,2666061,2735379,2803739,2869600,2937323,2999434,3056562,3109862,3159966,3210755,3255072,3294420,3330547,3365026,3403249,3442845,3481683,3517178,3547352,3567995,3584116,3595837,3603938,3609629,3624972,3637318,3645706,3649292,3647880,3650264,3645502,3635709,3623725,3611019,3603602,3596652,3587795,3573443,3551753,3531414,3504346,3471750,3435918,3398394,3382455,3365501,3347667,3329187,3310309
"PSE",275,"State of Palestine",TRUE,156956,159255,163743,169555,175714,181623,186852,191759,196695,202104,208249,214833,222382,230658,239299,248118,257497,267095,277179,288119,300044,312916,326770,341657,357707,374940,393098,412978,430388,446748,461420,473914,484142,493431,503393,514906,528646,543621,559659,576455,593725,610797,628849,647549,666544,686656,707293,728325,749636,771125,792691,814387,836127,857809,879263,900373,921281,941656,961685,981665,1001755,1027585,1053725,1080074,1106463,1132746
,729,"Sudan",TRUE,1655489,1704276,1756430,1812071,1864748,1920840,1977478,2038440,2103322,2171840,2243831,2315123,2391118,2470936,2553610,2638798,2720760,2805337,2895062,2992955,3100528,3223211,3353911,3487784,3619029,3743766,3838083,3926831,4012703,4099240,4189360,4287224,4389421,4494369,4600360,4706047,4801870,4897001,4992572,5090218,5191460,5302512,5420491,5545018,5675437,5808713,5943958,6083564,6227222,6374849,6526241,6684017,6846457,7012020,7178779,7345363,7509493,7673769,7837628,8000711,8162719,8381594,8602992,8827086,9054542,9285605
"SUR",740,"Suriname",TRUE,44847,44945,44664,44108,43457,42871,43455,44170,45007,45877,46693,47783,48695,49528,50413,51418,52308,53561,55016,56461,57777,59086,60269,61339,62356,63349,64543,65698,66814,67891,68935,69713,70426,71100,71756,72406,73174,73950,74692,75320,75792,76138,76333,76443,76572,76783,77060,77447,77877,78246,78497,78726,78836,78894,78995,79204,79564,80026,80535,80996,81352,81751,82041,82251,82427,82587
"SWZ",748,"Swaziland",TRUE,48182,49345,50605,51955,53383,54889,56399,58034,59765,61563,63417,65444,67541,69826,72446,75468,79048,83121,87452,91750,95819,97918,99618,101111,102640,104392,107064,109929,112431,114783,116843,117962,118700,119287,120030,121143,123210,125714,128704,131995,135478,139468,143711,148130,152637,157192,161847,166503,171191,175987,180925,185860,190913,196046,201178,206264,211290,216223,221047,225746,230300,234350,238207,241853,245260,248419
"SWE",752,"Sweden",TRUE,1185117,1185240,1183437,1180768,1178774,1178379,1180356,1184075,1189132,1194764,1200439,1205647,1210073,1214365,1219234,1224867,1231520,1238828,1246125,1252445,1257079,1258816,1259643,1258712,1255351,1249433,1239404,1227760,1215384,1203257,1192100,1186209,1179957,1174466,1170922,1169517,1167046,1167990,1171059,1174694,1178227,1181800,1185405,1189315,1192755,1195123,1194190,1191522,1188102,1185089,1183012,1179084,1176047,1173940,1172759,1172566,1173343,1175350,1178294,1181737,1185317,1189172,1192774,1196016,1198712,1200676
"CHE",756,"Switzerland",TRUE,979575,986240,991467,995276,997838,999317,997171,992961,988190,984455,982594,985291,990208,996858,1004640,1013075,1020375,1029107,1038775,1048713,1058466,1069159,1080306,1090928,1100033,1106948,1105778,1102158,1097301,1092751,1089527,1088321,1089026,1091492,1095245,1099703,1101869,1104959,1108599,1112237,1115284,1116557,1118515,1120702,1122680,1124110,1117536,1109867,1102033,1095284,1090352,1084945,1081255,1078948,1077371,1076069,1074542,1073476,1072437,1070763,1068030,1063981,1058676,1052713,1047011,1042152
"SYR",760,"Syrian Arab Republic",TRUE,904438,929304,955557,983018,1011663,1041419,1069018,1097950,1128139,1159454,1191993,1228818,1267362,1307692,1350145,1394969,1440567,1488388,1538563,1591356,1647056,1708859,1773745,1841692,1912298,1985062,2062506,2139865,2215695,2288317,2356350,2397726,2435050,2474604,2524037,2587895,2703758,2834534,2962174,3063269,3119455,3042754,2911638,2747938,2578747,2422986,2371717,2342561,2337918,2358337,2401557,2549600,2723937,2910641,3092319,3256955,3382193,3489986,3582613,3663902,3736894,3818617,3892805,3961797,4028989,4096446
"TJK",762,"Tajikistan",TRUE,427314,440787,454509,468539,483232,498917,513242,529560,547741,567379,587332,607226,627433,648075,669287,691041,712430,734471,756902,779739,802979,821804,841769,862282,882426,901991,925080,947050,969200,993524,1021083,1049737,1081995,1116879,1152539,1187828,1224434,1259293,1293276,1327749,1363036,1395448,1429384,1463009,1495050,1525096,1554750,1583472,1610715,1636119,1659591,1683961,1705668,1725921,1746236,1767362,1789726,1812292,1834675,1856126,1876128,1909806,1943362,1975952,2006389,2033920
"THA",764,"Thailand",TRUE,5357096,5483513,5628104,5785912,5949915,6116298,6283273,6449457,6618116,6794319,6980537,7194046,7410592,7631289,7856855,8087294,8342916,8600017,8850912,9086520,9299931,9452724,9584712,9703016,9818889,9940797,10178288,10420197,10654158,10862832,11033800,11132975,11206311,11255906,11285324,11296075,11294067,11268341,11222153,11160940,11088016,10956512,10822872,10683243,10533201,10371836,10228447,10079720,9927131,9772931,9618990,9475243,9331541,9190379,9054311,8924414,8803827,8690911,8586020,8489772,8402551,8335667,8275727,8220452,8166981,8112907
"MKD",807,"The former Yugoslav Republic of Macedonia",TRUE,287765,293145,298103,302738,307252,311842,318297,324449,330114,335168,339511,343489,346865,349781,352400,354854,356429,357880,359070,359882,360249,360192,359457,358313,357234,354611,355073,356492,358349,359837,360461,360592,359626,357940,356139,354564,353236,352259,351457,350510,349253,348368,347044,345476,343798,342072,339922,337840,335761,333580,331250,328978,326552,323918,321002,317749,314245,310406,306236,301745,296950,293129,289004,284649,280152,275589
"TLS",626,"Timor-Leste",TRUE,100058,102558,105417,108133,110105,111010,109463,107360,105345,104193,104456,106598,109365,112616,116213,119935,121766,124456,127863,131677,135795,141056,146145,150524,153629,155022,148635,140271,131242,123030,116506,118435,122561,127997,131285,133611,137764,140250,141752,143212,145044,143990,143695,143811,143877,143693,143209,142660,142029,141309,140516,140132,139563,139128,139297,140337,142471,145526,149195,152997,156676,162475,168009,173386,178824,184455
"TGO",768,"Togo",TRUE,374977,383346,390366,396568,402636,409080,414155,419720,426255,434299,444102,455435,469055,484221,500104,516201,531035,546150,561398,576693,592017,603303,614601,626491,639695,654738,677108,701693,727882,754862,781908,804370,826574,848751,871273,894407,916552,939738,963600,987782,1012142,1036379,1061161,1086314,1111666,1137025,1162289,1187424,1212651,1238268,1264398,1290423,1316903,1343809,1371107,1398746,1426257,1454190,1482393,1510754,1539181,1578237,1618207,1658857,1699928,1741274
"TKL",772,"Tokelau",TRUE,178,174,173,174,173,176,175,174,172,170,169,173,177,182,186,189,190,187,187,185,182,178,176,174,174,175,174,174,174,172,167,165,162,155,151,146,138,134,131,127,127,129,133,140,146,151,156,159,162,164,165,167,166,167,168,171,176,180,185,191,196,201,203,207,209,211
"TON",776,"Tonga",TRUE,9848,10000,10118,10215,10310,10411,10634,10813,10976,11121,11255,11189,11130,11075,11023,10983,10995,11056,11138,11209,11263,11436,11525,11549,11544,11520,11499,11515,11545,11554,11533,11808,12064,12310,12554,12781,12891,12975,13033,13086,13137,13084,13024,12959,12893,12819,12888,12965,13046,13124,13188,13285,13365,13435,13515,13610,13754,13916,14088,14259,14423,14648,14865,15075,15295,15521
"TTO",780,"Trinidad and Tobago",TRUE,110136,112802,115263,117722,120451,123540,126634,130176,134025,137949,141855,146069,150118,153944,157603,161099,164040,166999,168729,170047,170898,172802,174139,175097,175947,176781,177679,178424,179085,179698,180297,181763,183308,184842,186291,187580,188802,190000,191018,191667,191882,192056,191939,191658,191430,191380,191693,192156,192637,192923,192875,192797,192383,191714,190900,189999,189068,188100,186952,185409,183358,180839,177867,174641,171466,168549
"TUN",788,"Tunisia",TRUE,698320,715420,733126,751468,770851,791536,805977,821089,837288,855008,874448,896484,920051,944014,967174,988950,1012659,1035774,1058934,1083181,1109090,1137170,1168030,1200683,1233550,1265385,1295772,1323822,1349514,1372830,1393561,1409689,1422770,1433625,1443401,1452857,1465703,1478579,1490863,1501596,1510072,1517992,1523776,1527185,1529606,1531190,1529962,1529621,1529734,1529924,1530269,1534531,1538059,1540678,1541991,1541395,1538495,1533767,1527369,1519375,1510007,1500021,1488173,1474898,1460854,1446551
"TUR",792,"Turkey",TRUE,5871724,6005121,6147530,6294161,6440855,6585728,6725694,6869284,7016423,7167859,7324765,7504313,7687625,7874062,8064774,8260063,8437282,8624405,8818906,9017022,9216795,9418279,9619213,9820736,10024308,10229583,10431667,10631967,10828535,11019189,11202196,11367432,11531647,11690015,11837139,11971362,12102502,12219158,12328646,12439713,12555725,12677212,12798289,12916526,13018749,13116684,13220304,13324787,13418654,13486002,13517760,13531534,13506008,13452949,13389695,13327120,13266091,13206700,13147554,13084270,13014386,13010975,13003061,12991412,12978108,12964084
