"iso.country","groupname","iso.group"
795,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
798,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
860,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
882,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
4,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
31,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
50,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
51,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
64,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
90,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
104,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
116,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
144,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
156,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
184,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
242,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
268,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
296,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
356,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
360,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
398,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
417,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
418,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
458,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
462,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
496,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
520,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
524,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
548,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
570,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
583,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
584,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
585,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
586,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
598,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
608,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
626,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
704,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
762,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
764,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
776,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
795,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
798,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
860,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
882,"ESCAP: ADB Developing member countries (ADB_DMC)",98401
4,"ESCAP: ADB Group A (ADB_DMC_A)",98402
64,"ESCAP: ADB Group A (ADB_DMC_A)",98402
90,"ESCAP: ADB Group A (ADB_DMC_A)",98402
104,"ESCAP: ADB Group A (ADB_DMC_A)",98402
116,"ESCAP: ADB Group A (ADB_DMC_A)",98402
296,"ESCAP: ADB Group A (ADB_DMC_A)",98402
417,"ESCAP: ADB Group A (ADB_DMC_A)",98402
