"Age..range","Catalog.ID","Note.on.data","Note.on.methods","Note.on.country","Note.on.population","Contraceptive.use.ANY","Contraceptive.use.MODERN","Contraceptive.use.TRADITIONAL","Unmet","GEO.biases..unknown.direction.","Non.pregnant.and.other.positive.biases","Negative.bias","Population.type","age.cat.bias","Modern.method.bias","Folk.method.positive.bias","Absence.of.probing.questions.bias...1","ISO.code","Country","Start.year_Year","End.year_Year","Start.year","End.year","Source.name","Data.series.type","EXCLUDE1isyes","SurveyID","SE.logR.modern.nouse","SE.logR.trad.nouse","SE.logR.unmet.noneed","SE.modern","SE.trad","SE.unmet","In.union"
"35-39",1840,NA,NA,NA,NA,66.5146276258556,52.303005603653,14.2116220222026,16.4998778814461,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",2007,2007,2007.16164383562,2007.66301369863,"2007 DHS","DHS",0,"bd50",0.0780043257021142,0.108584597907156,0.112619019653148,0.015288778464157,0.0108980442882479,0.011534804874483,1
"35-39",7575,NA,NA,NA,NA,73.0576458943412,68.5007090211843,4.55693687315714,12.7756454649351,NA,NA,NA,"MW","0",NA,NA,1,50,"Bangladesh",2019,2019,2019.04931506849,2019.41369863014,"2019 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",1848,NA,NA,NA,NA,70.902050973306,23.8190730690849,47.0829779042212,16.0274521595763,NA,NA,NA,"MW","0",NA,NA,0,51,"Armenia",2000,2000,2000.74863387978,2000.99726775956,"2000 DHS","DHS",0,"am42",0.113808509914875,0.0888349187161827,0.154272310624995,0.0141815749806858,0.0153955815886293,0.0120919180231528,1
"35-39",5046,NA,NA,NA,NA,66.472910326336,33.9870841389117,32.4858261874242,11.9791418690749,NA,NA,NA,"MW","0",NA,NA,0,51,"Armenia",2010,2010,2010.74794520548,2010.99726027397,"2010 DHS","DHS",0,"am61",0.13898288135983,0.140829771901199,0.170485144497802,0.0235985245192743,0.0201809260255687,0.0127769226753869,1
"35-39",5046,NA,NA,NA,NA,0.778775022096606,0.488306899404219,0.290468122692387,0.622558001865921,NA,NA,NA,"UW","0",NA,NA,0,51,"Armenia",2010,2010,2010.74794520548,2010.99726027397,"2010 DHS","DHS",0,"am61",1.01031390344121,1.00912422063007,1.01211773596978,0.000719088377298406,0.00127336433878653,0.000916788650502601,0
"35-39",4986,NA,NA,NA,NA,63.88353164,60.60021602,3.283315621,14.8,NA,NA,NA,"MW","0",NA,NA,1,52,"Barbados",2012,2012,2012.3306010929,2012.8306010929,"2012 MICS","MICS",0,"bbwm4",0.159782171268945,0.433949736264696,0.230880921375554,0.0301860538309811,0.00993016471037272,0.0203789072427442,1
"35-39",4989,NA,NA,NA,NA,74.91124286,74.77046421,0.140778647,9,NA,NA,NA,"MW","0",NA,NA,1,64,"Bhutan",2010,2010,2010.24657534247,2010.64383561644,"2010 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",1769,NA,NA,NA,NA,50.038203126755,20.9257721568431,29.1124309699119,32.9564722521308,NA,NA,NA,"MW","0",NA,NA,0,68,"Bolivia (Plurinational State of)",1993,1994,1993.83287671233,1994.41095890411,"1994 DHS","DHS",0,"bo33",0.105585437152019,0.0889335126972156,0.113643424203237,0.00749323719022214,0.0112876680913604,0.0114906343109613,1
"35-39",4492,NA,NA,NA,NA,68.773676132562,39.323578493155,29.450097639407,17.6271741585341,NA,NA,NA,"MW","0",NA,NA,0,68,"Bolivia (Plurinational State of)",2008,2008,2008.08469945355,2008.49453551913,"2008 DHS","DHS",0,"bo51",0.0747675983155278,0.0790520029462705,0.104167533081203,0.0161255549412439,0.0148682061535183,0.0115675646014087,1
"35-39",4492,NA,NA,NA,NA,21.0942524899067,14.5848184234271,6.50943406647964,3.15173909842863,NA,NA,NA,"UW","0",NA,NA,0,68,"Bolivia (Plurinational State of)",2008,2008,2008.08469945355,2008.49453551913,"2008 DHS","DHS",0,"bo51",0.178291000692837,0.249270557130799,0.356511971780993,0.0221044294821962,0.0150980165849966,0.010824159790951,0
"35-39",4990,NA,NA,NA,NA,48.7706159,14.35556983,34.41504607,8.9,NA,NA,NA,"MW","0",NA,NA,0,70,"Bosnia and Herzegovina",2011,2012,2011.83287671233,2012.24590163934,"2011-2012 MICS","MICS",0,"bhwm4",0.170105962141173,0.157579782592363,0.176378331542255,0.0142489119247909,0.0297301563939053,0.029911019674774,1
"35-39",1868,NA,NA,NA,NA,83.2158814365797,76.8131523582739,6.40272907830584,8.41859605601585,NA,NA,NA,"MW","0",NA,NA,0,76,"Brazil",1996,1996,1996.16393442623,1996.49453551913,"1996 DHS","DHS",0,"br31",0.0775736843478677,0.140975043120125,0.149732807370841,0.00616022751677021,0.00358100452224445,0.00482603004586114,1
"35-39",1868,NA,NA,NA,NA,42.8576763666265,42.1967775184447,0.66089884818182,3.65635476517519,NA,NA,NA,"UW","0",NA,NA,0,76,"Brazil",1996,1996,1996.16393442623,1996.49453551913,"1996 DHS","DHS",0,"br31",0.122929281991576,0.516900692480746,0.279854043446217,0.0107492092931762,0.00247353450488172,0.00543597092404602,0
"35-39",4988,NA,NA,NA,NA,58.07443411,54.75430742,3.320126689,14.5,NA,NA,NA,"MW","0",NA,NA,1,84,"Belize",2011,2011,2011.44657534247,2011.59178082192,"2011 MICS","MICS",0,"bzwm4",0.117772179307815,0.303192898919021,0.160444601160468,0.015568805745259,0.00819329842935228,0.0128758167938996,1
"35-39",5761,NA,NA,NA,NA,52.99518801,50.23011007,2.765077939,16.60514826,NA,NA,NA,"MW","0",NA,NA,0,84,"Belize",2015,2016,2015.79726027397,2016.08196721311,"2015-2016 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",5761,NA,NA,NA,NA,35.26415428,33.41931764,1.844836638,6.889938831,NA,NA,NA,"UW","0",NA,NA,0,84,"Belize",2015,2016,2015.79726027397,2016.08196721311,"2015-2016 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,0
"35-39",2953,NA,"Traditional methods include folk methods.",NA,NA,44.4,35,9.4,8.5,NA,NA,NA,"MW","0",NA,"Including folk methods.",0,90,"Solomon Islands",2006,2007,2006.7698630137,2007.32602739726,"2006-2007 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",7516,NA,NA,NA,NA,33.8,28.8,5,30,NA,NA,NA,"MW","0",NA,NA,0,90,"Solomon Islands",2015,2015,2015.2602739726,2015.71232876712,"2015 DHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",6084,NA,NA,NA,NA,63.1131531961882,61.8138149883741,1.2993382078141,13.5869117638167,NA,NA,NA,"MW","0",NA,NA,0,104,"Myanmar",2015,2016,2015.91506849315,2016.57923497268,"2015-2016 DHS","DHS",0,"mm71",0.0689375471228158,0.258557740281817,0.102466682041444,0.00873506730102509,0.00142606398296492,0.00436669141005513,1
"35-39",6084,NA,NA,NA,NA,1.46336409151765,1.46336409151765,0,0,NA,NA,NA,"UW","0",NA,NA,0,104,"Myanmar",2015,2016,2015.91506849315,2016.57923497268,"2015-2016 DHS","DHS",0,"mm71",0.530160733829129,NA,NA,0.00334381838588382,0,0,0
"35-39",4950,NA,NA,NA,NA,22.5242931655908,18.6696459774141,3.85464718817675,36.8978840749289,NA,NA,NA,"MW","0",NA,NA,0,108,"Burundi",2010,2011,2010.58082191781,2011.08219178082,"2010 DHS","DHS",0,"bu61",0.103127149746925,0.182084981658054,0.0924353597659271,0.00497173025237945,0.0023521166482802,0.00790785068862996,1
"35-39",6056,NA,NA,NA,NA,30.8162541106696,22.9471977910971,7.86905631957249,35.066727105233,NA,NA,NA,"MW","0",NA,NA,0,108,"Burundi",2016,2017,2016.74863387978,2017.15890410959,"2016 DHS","DHS",0,"bu71",0.0703369693586163,0.107244847075159,0.0699522122077566,0.00554644740514379,0.00319952129629585,0.00518978405947963,1
"35-39",6056,NA,NA,NA,NA,8.0857524100119,8.0857524100119,0,3.62978112045426,NA,NA,NA,"UW","0",NA,NA,0,108,"Burundi",2016,2017,2016.74863387978,2017.15890410959,"2016 DHS","DHS",0,"bu71",0.242473507841305,NA,0.326197376402628,0.00534064936399857,0,0.00306636564027296,0
"35-39",4987,NA,NA,NA,NA,75.66510406,64.04220673,11.62289733,4,NA,NA,NA,"MW","0",NA,NA,1,112,"Belarus",2012,2012,2012.23770491803,2012.5,"2012 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",1825,NA,NA,NA,NA,30.9195610131899,25.5037600784321,5.41580093475778,34.7752653775201,NA,NA,NA,"MW","0",NA,NA,0,116,"Cambodia",2000,2000,2000.08469945355,2000.57923497268,"2000 DHS","DHS",0,"kh42",0.0742506870324977,0.149932824297853,0.0662548270406761,0.013827391536744,0.0075349525472002,0.0144280900577243,1
"35-39",5566,NA,NA,NA,NA,67.1882551432465,47.4434614706889,19.7447936725577,12.8794148321454,NA,NA,NA,"MW","0",NA,NA,0,116,"Cambodia",2014,2014,2014.41369863014,2014.99726027397,"2014 DHS","DHS",0,"kh73",0.0755368292487178,0.0987501387590664,0.124119837145042,0.0135356868747678,0.0105047142515441,0.00965080190252675,1
"35-39",5566,NA,NA,NA,NA,4.30867915227121,4.30867915227121,0,0.647659117340621,NA,NA,NA,"UW","0",NA,NA,0,116,"Cambodia",2014,2014,2014.41369863014,2014.99726027397,"2014 DHS","DHS",0,"kh73",0.443881368057349,NA,0.74293482121956,0.00453906249661664,0,0.000618075015615588,0
"35-39",1798,NA,NA,NA,NA,17.051656546662,6.00442772591779,11.0472288207442,27.9225947143531,NA,NA,NA,"MW","0",NA,NA,0,120,"Cameroon",1991,1991,1991.24657534247,1991.74520547945,"1991 DHS","DHS",0,"cm22",0.210744705544571,0.200659737516794,0.137404448205603,0.0109565918637219,0.015968800483469,0.0197150370350339,1
"35-39",7684,NA,NA,NA,NA,21.3287895263848,16.1134672078296,5.21532231855522,27.3440289992395,NA,NA,NA,"MW","0",NA,NA,0,120,"Cameroon",2018,2018,2018.41369863014,2018.99726027397,"2018 DHS","DHS",0,"cm71",0.104337131283871,0.157567205396185,0.0934860392142419,0.00635634866513875,0.00317814493060912,0.00423290124615239,1
"35-39",7684,NA,NA,NA,NA,25.0968599326776,21.2636422190892,3.83321771358842,11.5749925467095,NA,NA,NA,"UW","0",NA,NA,0,120,"Cameroon",2018,2018,2018.41369863014,2018.99726027397,"2018 DHS","DHS",0,"cm71",0.151507100757245,0.275978663864424,0.203754174369379,0.0100652831616885,0.0050104103536894,0.0102052983758648,0
"35-39",2942,NA,NA,NA,NA,65.6,60.2,5.4,16.7,NA,NA,NA,"MW","0",NA,NA,0,132,"Cabo Verde",2005,2005,2005.49589041096,2005.99726027397,"2005 DHS-RHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",1732,NA,NA,NA,NA,11.7095342247786,4.43219943766435,7.27733478711421,20.2030294377304,NA,NA,NA,"MW","0",NA,NA,0,140,"Central African Republic",1994,1995,1994.66575342466,1995.24383561644,"1994-1995 DHS","DHS",0,"cf33",0.229130383256478,0.183100771143165,0.100875980428418,0.00829311457023171,0.0113914840468603,0.0148506126590447,1
"35-39",7500,NA,NA,NA,NA,18.6,15,3.7,38,NA,NA,NA,"MW","0",NA,NA,1,140,"Central African Republic",2019,2019,2019,2019,"2019 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",7500,NA,NA,NA,NA,13.4809476684203,12.2677134124985,1.21323425592176,19.1776644231578,NA,NA,NA,"UW","0",NA,NA,1,140,"Central African Republic",2019,2019,2019,2019,"2019 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,0
"35-39",4553,NA,"Traditional methods include folk methods.","Excluding the Northern Province.",NA,74.4,56,18.4,8.2,"Excluding the Northern Province.",NA,NA,"MW","0",NA,"Including folk methods.",0,144,"Sri Lanka",2006,2007,2006.66575342466,2007.8301369863,"2006-2007 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",6094,NA,NA,NA,NA,71.1,60.2,10.9,7.1,NA,NA,NA,"MW","0",NA,NA,0,144,"Sri Lanka",2016,2016,2016.36612021858,2016.87158469945,"2016 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",1675,NA,NA,NA,NA,4.43347076922387,0.980622828491923,3.45284794073195,23.1347750886309,NA,NA,NA,"MW","0",NA,NA,0,148,"Chad",1996,1997,1996.91530054645,1997.57808219178,"1996-1997 DHS","DHS",0,"td32",0.285027120853047,0.2351900933685,0.0982134430330153,0.00222128079199562,0.00719651719698132,0.0153323908342532,1
"35-39",5564,NA,NA,NA,NA,7.20548390180852,6.61261351141296,0.59287039039556,23.9136961228539,NA,NA,NA,"MW","0",NA,NA,0,148,"Chad",2014,2015,2014.74794520548,2015.32602739726,"2014-2015 DHS","DHS",0,"td71",0.125784442964708,0.368901700441452,0.0646489405562666,0.0041565573785383,0.00100456818515203,0.00535693978843772,1
"35-39",5564,NA,NA,NA,NA,6.35647455872961,6.35647455872961,0,3.16357038095675,NA,NA,NA,"UW","0",NA,NA,0,148,"Chad",2014,2015,2014.74794520548,2015.32602739726,"2014-2015 DHS","DHS",0,"td71",0.356974444570445,NA,0.383379217783599,0.00779103540111359,0,0.00667132462698701,0
"35-39",1860,NA,NA,NA,NA,76.9417557973714,63.0634573273422,13.8782984700292,9.52648564854044,NA,NA,NA,"MW","0",NA,NA,0,170,"Colombia",1990,1990,1990.32876712329,1990.66301369863,"1990 DHS","DHS",0,"co22",0.114918675145323,0.183983969994627,0.21451920576445,0.00584612501533045,0.00494298826510231,0.00505126480142655,1
"35-39",5788,NA,NA,NA,NA,85.3957930528617,79.9188717433885,5.47692130947316,4.74915792161547,NA,NA,NA,"MW","0",NA,NA,0,170,"Colombia",2015,2016,2015.08493150685,2016.24590163934,"2015 DHS","DHS",0,"co72",0.114709999045287,0.14989635101762,0.204064138461109,0.00229645862091867,0.00154598784708808,0.00114354928190098,1
"35-39",5788,NA,NA,NA,NA,60.2488738903004,58.5558109391006,1.69306295119979,2.0873539974373,NA,NA,NA,"UW","0",NA,NA,0,170,"Colombia",2015,2016,2015.08493150685,2016.24590163934,"2015 DHS","DHS",0,"co72",0.107741385788611,0.326929649292777,0.232534938022078,0.00754825306632504,0.000583249957910319,0.00141199378300432,0
"35-39",1707,NA,NA,NA,NA,23.0529595015576,13.3956386292835,9.65732087227414,37.3831775700935,NA,NA,NA,"MW","0",NA,NA,0,174,"Comoros",1996,1996,1996.16393442623,1996.41256830601,"1996 DHS","DHS",0,"km32",0.153494514481999,0.190299777365064,0.132361044869114,0.0175936794521274,0.0164122321692379,0.0270718065425353,1
"35-39",5459,NA,NA,NA,NA,20.5798046658915,16.8361048121052,3.74369985378627,31.7529931282037,NA,NA,NA,"MW","0",NA,NA,0,174,"Comoros",2012,2012,2012.58196721311,2012.99726775956,"2012 DHS","DHS",0,"km61",0.14360610456744,0.23748091908152,0.127629861739325,0.0140917852866898,0.00377157961027895,0.0223007837318649,1
"35-39",5459,NA,NA,NA,NA,7.73293881611244,5.67034369485916,2.06259512125328,6.25551849103958,NA,NA,NA,"UW","0",NA,NA,0,174,"Comoros",2012,2012,2012.58196721311,2012.99726775956,"2012 DHS","DHS",0,"km61",0.624385740011333,1.0256989729829,0.508999048048936,0.0129675192987817,0.0021796960326837,0.0178905853884092,0
"35-39",1709,NA,NA,NA,NA,43.4839446167348,11.5963229976978,31.887621619037,17.0445505690426,NA,NA,NA,"MW","0",NA,NA,0,178,"Congo",2005,2005,2005.49589041096,2005.91232876712,"2005 DHS","DHS",0,"cg50",0.156547620556743,0.106830399354359,0.122776407558602,0.014814547745679,0.0215050372024711,0.0160101200368212,1
"35-39",5642,NA,NA,NA,NA,26.98536769,14.7233348,12.26203289,12.2315603724622,NA,NA,NA,"MW","0",NA,NA,0,178,"Congo",2014,2015,2014.83287671233,2015.15890410959,"2014-2015 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",5642,NA,NA,NA,NA,23.01668349,13.07545905,9.941224443,16.8946720623345,NA,NA,NA,"UW","0",NA,NA,0,178,"Congo",2014,2015,2014.83287671233,2015.15890410959,"2014-2015 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,0
"35-39",1888,NA,NA,NA,NA,27.5608658725752,7.98736779159412,19.573498080981,26.4176280506996,NA,NA,NA,"MW","0",NA,NA,0,180,"Dem. Rep. of the Congo",2007,2007,2007,2007.66301369863,"2007 DHS","DHS",0,"cd51",0.231922643648388,0.144195903027713,0.138887460090781,0.0170909256291871,0.0228233294295143,0.0230497146244536,1
"35-39",7798,NA,NA,NA,NA,32.955755317051,20.3405715485794,12.6151837684716,29.1555698601276,NA,NA,NA,"MW","0",NA,NA,0,180,"Dem. Rep. of the Congo",2017,2018,2017.92328767123,2018.49589041096,"2017-2018 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",7798,NA,NA,NA,NA,28.2337108613732,17.8185038144682,10.415207046905,19.9870806330941,NA,NA,NA,"UW","0",NA,NA,0,180,"Dem. Rep. of the Congo",2017,2018,2017.92328767123,2018.49589041096,"2017-2018 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,0
"35-39",4993,NA,NA,NA,NA,86.45745199,84.86981042,1.587641568,2.9,NA,NA,NA,"MW","0",NA,NA,1,188,"Costa Rica",2011,2011,2011.73424657534,2011.90410958904,"2011 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",5762,NA,NA,NA,NA,71.8,71.5,0.3,12.6,NA,NA,NA,"MW","0",NA,NA,0,188,"Costa Rica",2018,2018,2018.16164383562,2018.41095890411,"2018 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",5762,NA,NA,NA,NA,50.425466665424,47.4882827728543,2.93718389256964,6.29614858977725,NA,NA,NA,"UW","0",NA,NA,0,188,"Costa Rica",2018,2018,2018.16164383562,2018.41095890411,"2018 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,0
"35-39",4994,NA,NA,NA,NA,74.04479809,72.89110669,1.153691394,9.5,NA,NA,NA,"MW","0",NA,NA,1,192,"Cuba",2010,2011,2010.83287671233,2011.32602739726,"2010-2011 MICS","MICS",0,"cuwm4",0.139150488271262,0.500748428041256,0.271095387699981,0.0133683680247414,0.00200915139752028,0.0114105898033882,1
"35-39",7578,NA,NA,NA,NA,76.2878582081635,75.2639698360754,0.996639310688904,7.28426210806212,NA,NA,NA,"MW","0",NA,NA,1,192,"Cuba",2019,2019,2019,2019,"2019 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",7578,NA,NA,NA,NA,70.0472261430026,68.7014406422878,1.34578550071487,6.35922022805443,NA,NA,NA,"UW","0",NA,NA,1,192,"Cuba",2019,2019,2019,2019,"2019 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,0
"35-39",1780,NA,NA,NA,NA,18.9560757367027,2.95137887258274,16.0046968641199,33.0639584610251,NA,NA,NA,"MW","0",NA,NA,0,204,"Benin",1996,1996,1996.41530054645,1996.66393442623,"1996 DHS","DHS",0,"bj38",0.257114100419516,0.116108212638038,0.0931530122222275,0.00708788309408782,0.0141605027143037,0.0172556831497447,1
"35-39",6055,NA,NA,NA,NA,18.2958208861734,14.0650920797032,4.2307288064702,33.3657298904392,NA,NA,NA,"MW","0",NA,NA,0,204,"Benin",2017,2018,2017.84657534247,2018.15890410959,"2017-2018 DHS","DHS",0,"bj71",0.0803747628061274,0.134796644379738,0.0575801587431978,0.00687923112749891,0.00315521265791057,0.00870940608845185,1
"35-39",6055,NA,NA,NA,NA,9.37176367366559,7.59162159292865,1.78014208073694,10.431621947336,NA,NA,NA,"UW","0",NA,NA,0,204,"Benin",2017,2018,2017.84657534247,2018.15890410959,"2017-2018 DHS","DHS",0,"bj71",0.303820860071986,0.564478698308363,0.252699326190561,0.0107023828046124,0.00189029792863873,0.0102119648517836,0
"35-39",1671,NA,NA,NA,NA,71.3178664398135,67.1059125146848,4.21195392512869,14.0395008315432,NA,NA,NA,"MW","0",NA,NA,0,214,"Dominican Republic",1991,1991,1991.49589041096,1991.91232876712,"1991 DHS","DHS",0,"dr21",0.120487547738781,0.318008026896713,0.201350055922289,0.0165415542540273,0.00939434688839832,0.0108864573414426,1
"35-39",5674,NA,NA,NA,NA,77.71407936,76.62317705,1.09090231,7.071733174,NA,NA,NA,"MW","0",NA,NA,1,214,"Dominican Republic",2014,2014,2014.41369863014,2014.66301369863,"2014 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",5674,NA,NA,NA,NA,52.22198327,50.51685119,1.705132077,7.496579936,NA,NA,NA,"UW","0",NA,NA,1,214,"Dominican Republic",2014,2014,2014.41369863014,2014.66301369863,"2014 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,0
"35-39",5561,NA,NA,NA,NA,77.06317012,71.63701813,5.42615199,8.297233211,NA,NA,NA,"MW","0",NA,NA,0,222,"El Salvador",2014,2014,2014.16164383562,2014.7397260274,"2014 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",5561,NA,NA,NA,NA,44.3410546,43.88518062,0.455873976,2.258825924,NA,NA,NA,"UW","0",NA,NA,0,222,"El Salvador",2014,2014,2014.16164383562,2014.7397260274,"2014 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,0
"35-39",5052,NA,NA,NA,NA,10.7,8.5,2.2,29.2,NA,NA,NA,"MW","0",NA,NA,0,226,"Equatorial Guinea",2011,2011,2011.49589041096,2011.91232876712,"2011 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",1694,NA,NA,NA,NA,10.8805075200217,7.79096881077701,3.08953870924468,38.4753567509361,NA,NA,NA,"MW","0",NA,NA,0,231,"Ethiopia",2000,2000,2000.08469945355,2000.41256830601,"2000 DHS","DHS",0,"et41",0.131876419174611,0.199211403175675,0.0818833664936737,0.00956530201900996,0.00487235540498471,0.0168884906572818,1
"35-39",7656,NA,NA,NA,NA,41.0566324,39.81194703,1.091211736,21.77898788,NA,NA,NA,"MW","0",NA,NA,0,231,"Ethiopia",2018,2018,2018.41369863014,2018.57808219178,"2018 PMA-R6","PMA",0,"PMA2018_ETR6_HHQFQ_v3_14Jun2019",0.130024109102373,0.36869061569917,0.136010451841707,0.0169984926435212,0.00111678793603208,0.00995300187812036,1
"35-39",7656,NA,NA,NA,NA,14.46296245,13.18251314,0,4.165843787,NA,NA,NA,"UW","0",NA,NA,0,231,"Ethiopia",2018,2018,2018.41369863014,2018.57808219178,"2018 PMA-R6","PMA",0,"PMA2018_ETR6_HHQFQ_v3_14Jun2019",0.291433256823277,NA,0.47141261997011,0.00508108857734988,0,0.00402291053529412,0
"35-39",1835,NA,NA,NA,NA,10.4820616406896,6.60051472963046,3.88154691105917,30.602368425872,NA,NA,NA,"MW","0",NA,NA,0,232,"Eritrea",1995,1996,1995.66575342466,1996.08196721311,"1995 DHS","DHS",0,"er31",0.165899038513582,0.284813755107188,0.11105494306723,0.00973654819863928,0.0074201344239938,0.0100897346184611,1
"35-39",5919,NA,NA,NA,NA,12.3,10.8,1.5,28.8,NA,NA,NA,"MW","0",NA,NA,0,232,"Eritrea",2010,2010,2010.03561643836,2010.51232876712,"2010 PHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",5919,"Estimated from data reported for all women and married/in-union women.",NA,NA,NA,1.75438596491228,1.46198830409357,0.292397660818713,0.9,NA,NA,NA,"UW","0",NA,NA,0,232,"Eritrea",2010,2010,2010.03561643836,2010.51232876712,"2010 PHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,0
